func_code,assignment_id,func_name,description,test,correct,normalized,representative,user,repair,submission_id,repair_correctness
"def search(x, seq):
    for i, elem in enumerate(seq):
        if seq == ():
            return 0
        elif x <= elem:
            return i
        elif i == (len(seq)-1):
            return i+1
        else:
            continue
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_2', ctx=Load()), ops=[Eq()], comparators=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[Continue()])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i, elem in enumerate(seq):
        if seq == ():
            return 0
        elif x <= elem:
            return i
        elif i == (len(seq)-1):
            return i+1
        else:
            continue
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    if True:
        return len(seq)
    else:
        0",1333,True
"def search(x, seq):
    for i, elem in enumerate(seq):
        if elem == None:
            return 0
        elif x <= elem:
            return i
        elif i == (len(seq)-1):
            return i+1
        else:
            continue
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_3', ctx=Load()), ops=[Eq()], comparators=[Constant(value=None)]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_2', ctx=Load()), ops=[Eq()], comparators=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[Continue()])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i, elem in enumerate(seq):
        if elem == None:
            return 0
        elif x <= elem:
            return i
        elif i == (len(seq)-1):
            return i+1
        else:
            continue
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    if True:
        return len(seq)
    else:
        0",1334,True
"def search(x, seq):
    for i, elem in enumerate(seq):
        if seq == False:
            return 0
        elif x <= elem:
            return i
        elif i == (len(seq)-1):
            return i+1
        else:
            continue
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Tuple(elts=[Name(id='x_2', ctx=Store()), Name(id='x_3', ctx=Store())], ctx=Store()), iter=Call(func=Name(id='enumerate', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Constant(value=False)]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_3', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=Name(id='x_2', ctx=Load()), ops=[Eq()], comparators=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[Continue()])])])], orelse=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for i, elem in enumerate(seq):
        if seq == False:
            return 0
        elif x <= elem:
            return i
        elif i == (len(seq)-1):
            return i+1
        else:
            continue
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    if True:
        return len(seq)
    else:
        0",1335,True
"def search(x, seq):
    for eleme in seq:
        if x <= ele:
            break
        position += 1
    return position
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Name(id='x_1', ctx=Load()), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='ele', ctx=Load())]), body=[Break()], orelse=[]), AugAssign(target=Name(id='x_3', ctx=Store()), op=Add(), value=Constant(value=1))], orelse=[]), Return(value=Name(id='x_3', ctx=Load()))], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for eleme in seq:
        if x <= ele:
            break
        position += 1
    return position
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",1336,True
"def search(x, seq):
    for elem in seq:
        if x <= elem:
            break
        position += 1
    return position
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[For(target=Name(id='x_2', ctx=Store()), iter=Name(id='x_1', ctx=Load()), body=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Name(id='x_2', ctx=Load())]), body=[Break()], orelse=[]), AugAssign(target=Name(id='x_3', ctx=Store()), op=Add(), value=Constant(value=1))], orelse=[]), Return(value=Name(id='x_3', ctx=Load()))], decorator_list=[])], type_ignores=[])","def search(x, seq):
    for elem in seq:
        if x <= elem:
            break
        position += 1
    return position
",,"def search(x, seq):
    for i in range(len(seq)):
        if x <= seq[i]:
            return i
    return len(seq)",1338,True
"def search(x, seq):
    if seq == []:
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i+1
            elif seq[i] < x and seq[i+1] > x:
                return i+1
            else:
                return None

",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[List(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[]), If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))], keywords=[]), body=[If(test=Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Eq()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[If(test=BoolOp(op=And(), values=[Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Lt()], comparators=[Name(id='x_0', ctx=Load())]), Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ctx=Load()), ops=[Gt()], comparators=[Name(id='x_0', ctx=Load())])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[Return(value=Constant(value=None))])])], orelse=[])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if seq == []:
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i+1
            elif seq[i] < x and seq[i+1] > x:
                return i+1
            else:
                return None

",,"def search(x, seq):
    if False:
        0
    if True:
        0
    if len(range(len(seq))) == 0:
        0
    else:
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
    return len(seq)",1339,True
"def search(x, seq):
    if seq == []:
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i+1
            elif seq[i] < x and seq[i+1] > x:
                return i+1
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[List(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[]), If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))], keywords=[]), body=[If(test=Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Eq()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[If(test=BoolOp(op=And(), values=[Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Lt()], comparators=[Name(id='x_0', ctx=Load())]), Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ctx=Load()), ops=[Gt()], comparators=[Name(id='x_0', ctx=Load())])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])])], orelse=[])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if seq == []:
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i+1
            elif seq[i] < x and seq[i+1] > x:
                return i+1
",,"def search(x, seq):
    if len(range(len(seq))) == 0:
        if False:
            0
        elif True:
            0
    else:
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
    return len(seq)",1340,True
"def search(x, seq):
    if seq == []:
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i
            elif seq[i] < x and seq[i+1] > x:
                return i+1
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[List(elts=[], ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[]), If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))], keywords=[]), body=[If(test=Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Eq()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=BoolOp(op=And(), values=[Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Lt()], comparators=[Name(id='x_0', ctx=Load())]), Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ctx=Load()), ops=[Gt()], comparators=[Name(id='x_0', ctx=Load())])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])])], orelse=[])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if seq == []:
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i
            elif seq[i] < x and seq[i+1] > x:
                return i+1
",,"def search(x, seq):
    if len(range(len(seq))) == 0:
        if False:
            0
        elif True:
            0
    else:
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
    return len(seq)",1341,True
"def search(x, seq):
    if seq == [] or seq == ():
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i
            elif seq[i] < x and seq[i+1] > x:
                return i+1
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=BoolOp(op=Or(), values=[Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[List(elts=[], ctx=Load())]), Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())])]), body=[Return(value=Constant(value=0))], orelse=[]), If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))], keywords=[]), body=[If(test=Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Eq()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=BoolOp(op=And(), values=[Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Lt()], comparators=[Name(id='x_0', ctx=Load())]), Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ctx=Load()), ops=[Gt()], comparators=[Name(id='x_0', ctx=Load())])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])])], orelse=[])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if seq == [] or seq == ():
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i
            elif seq[i] < x and seq[i+1] > x:
                return i+1
",,"def search(x, seq):
    if len(range(len(seq))) == 0:
        if False:
            0
        elif True:
            0
    else:
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
    return len(seq)",1342,True
"def search(x, seq):
    if seq == [] or seq == ():
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i
            elif seq[i] <= x and seq[i+1] > x:
                return i+1
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=BoolOp(op=Or(), values=[Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[List(elts=[], ctx=Load())]), Compare(left=Name(id='x_1', ctx=Load()), ops=[Eq()], comparators=[Tuple(elts=[], ctx=Load())])]), body=[Return(value=Constant(value=0))], orelse=[]), If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Lt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Constant(value=0), ctx=Load())]), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[Gt()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1)), ctx=Load())]), body=[Return(value=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]))], orelse=[For(target=Name(id='x_2', ctx=Store()), iter=Call(func=Name(id='range', ctx=Load()), args=[BinOp(left=Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[]), op=Sub(), right=Constant(value=1))], keywords=[]), body=[If(test=Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[Eq()], comparators=[Name(id='x_0', ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=BoolOp(op=And(), values=[Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load()), ops=[LtE()], comparators=[Name(id='x_0', ctx=Load())]), Compare(left=Subscript(value=Name(id='x_1', ctx=Load()), slice=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ctx=Load()), ops=[Gt()], comparators=[Name(id='x_0', ctx=Load())])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[])])], orelse=[])])])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    if seq == [] or seq == ():
        return 0
    if x < seq[0]:
        return 0
    elif x > seq[len(seq)-1]:
        return len(seq)
    else:
        for i in range(len(seq)-1):
            if seq[i] == x:
                return i
            elif seq[i] <= x and seq[i+1] > x:
                return i+1
",,"def search(x, seq):
    if len(range(len(seq))) == 0:
        if False:
            0
        elif True:
            0
    else:
        for i in range(len(seq)):
            if x <= seq[i]:
                return i
    return len(seq)",1343,True
"def search(x, seq):
    index = 0
    def helper(index):
        if not seq:
            return 0
        elif x <= seq[index]:
            return index
        else:
            if index + 1 >= len(seq):
                return index + 1
            else:
                return helper(index+1)
",1,search,Task: Sequential Search,"assert search(42, (-5, 1, 3, 5, 7, 10))==6 and search(42, [1, 5, 10])==3 and search(5, (1, 5, 10))==1 and search(7, [1, 5, 10])==2 and search(3, (1, 5, 10))==1 and search(-5, (1, 5, 10))==0 and search(10, (-5, -1, 3, 5, 7, 10))==5 and search(-100, (-5, -1, 3, 5, 7, 10))==0 and search(0, (-5, -1, 3, 5, 7, 10))==2 and search(100, [])==0 and search(-100, ())==0",False,"Module(body=[FunctionDef(name='search', args=arguments(posonlyargs=[], args=[arg(arg='x_0'), arg(arg='x_1')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[Assign(targets=[Name(id='x_2', ctx=Store())], value=Constant(value=0)), FunctionDef(name='helper', args=arguments(posonlyargs=[], args=[arg(arg='x_2')], kwonlyargs=[], kw_defaults=[], defaults=[]), body=[If(test=UnaryOp(op=Not(), operand=Name(id='x_1', ctx=Load())), body=[Return(value=Constant(value=0))], orelse=[If(test=Compare(left=Name(id='x_0', ctx=Load()), ops=[LtE()], comparators=[Subscript(value=Name(id='x_1', ctx=Load()), slice=Name(id='x_2', ctx=Load()), ctx=Load())]), body=[Return(value=Name(id='x_2', ctx=Load()))], orelse=[If(test=Compare(left=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)), ops=[GtE()], comparators=[Call(func=Name(id='len', ctx=Load()), args=[Name(id='x_1', ctx=Load())], keywords=[])]), body=[Return(value=BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1)))], orelse=[Return(value=Call(func=Name(id='helper', ctx=Load()), args=[BinOp(left=Name(id='x_2', ctx=Load()), op=Add(), right=Constant(value=1))], keywords=[]))])])])], decorator_list=[])], decorator_list=[])], type_ignores=[])","def search(x, seq):
    index = 0
    def helper(index):
        if not seq:
            return 0
        elif x <= seq[index]:
            return index
        else:
            if index + 1 >= len(seq):
                return index + 1
            else:
                return helper(index+1)
",,"def search(x, seq):
    for i in range(len(seq)):
        if True:
            0
        if x <= seq[i]:
            return i
        elif True:
            0
    return len(seq)",1344,True
