submission_id,func_code,assignment_id,func_name,description,test,correct,user,academic_year,normalized,representative
30342,"def fibonacci(n):
    i = 0
    while n > i:
        n",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
18880,"def search(string, letter):
    if len(string) == 0:
        return 'False'
    elif string[0] == letter:
        return 'True'
    else:
        return search(string[1:], letter)",search_recur,search,Recursively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,b9e7e608-6036-4d44-8770-a7036176b53c,2016,,
29037,"def index(str, letter):
    start = len(str) - 1
    end = -1
    while start > end:
        if letter == str[start]:
            return start
        else:
            start -= 1
    return end",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
37048,"def search(str, letter):
    for c in str:
        if c == letter:
            return True
        else:
            return False",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
495,"def index(str, letter):
    start = len(str) - 1
    end = -1
    while start > end:
        if letter == str[start]:
            return start
        else:
            start -= 1
    return end",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
30639,"def search(str, letter):
    for c in str:
        if letter == c:
            return True
        else:
            return False",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
5082,"def index(str, letter):
    start = len(str) - 1
    end = -1
    while start > end:
        if letter == str[start]:
            return start
        else:
            start -= 1
    return end",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
36904,"def index(str, letter):
    start = len(str) - 1
    end = -1
    while start > end:
        if letter == str[start]:
            return start
        else:
            start -= 1
    return end",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
14183,"def index(str, letter):
    start = len(str) - 1
    end = -1
    while start > end:
        if letter == str[start]:
            return start
        else:
            start -= 1
    return end",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
13090,"def search(string, letter):
    if len(string) == 0:
        return 'False'
    elif string[0] == letter:
        return 'True'
    else:
        return search(string[1:], letter)",search_recur,search,Recursively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,b9e7e608-6036-4d44-8770-a7036176b53c,2016,,
37190,"def search(string, letter):
    if len(string) == 0:
        return 'False'
    elif string[0] == letter:
        return 'True'
    else:
        return search(string[1:], letter)",search_recur,search,Recursively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,b9e7e608-6036-4d44-8770-a7036176b53c,2016,,
11156,"def search(string, letter):
    if len(string) == 0:
        return 'False'
    elif string[0] == letter:
        return 'True'
    else:
        return search(string[1:], letter)",search_recur,search,Recursively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,b9e7e608-6036-4d44-8770-a7036176b53c,2016,,
35084,"def index(str, letter):
    a = len(str) - 1
    b = -1
    if letter == str[a]:
        return start
    else:
        a -= 1
        index(str, letter)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
24404,"def index(str, letter, pos):
    if letter == str[pos]:
        return pos
    else:
        index(str, letter, pos + 1)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
16911,"def index(str, letter, pos):
    pos = 0
    if letter == str[pos]:
        return pos
    else:
        index(str, letter, pos + 1)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
5760,"def index(str, letter, pos):
    pos = 0
    if letter == str[pos]:
        return pos
    else:
        index(str, letter, pos + 1)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
32722,"def index(str, letter, pos):
    pos = 0
    if letter == str[pos]:
        return pos
    else:
        index(str, letter, pos + 1)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,89186303-b7a8-4f4c-9627-06ba24e03bbb,2016,,
14710,"def index(string, letter):
    if letter in string:
        i = 0
        while i < len(string):
            if letter == string[i]:
                return i
            i += 1
    else:
        return '-1'",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
10804,"def search(string, letter):
    if letter in string:
        return 'True'
    else:
        return 'False'",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
32735,"def search(string, letter):
    if letter in string:
        return 'True'
    else:
        return 'False'",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
808,"def index(string, letter):
    if letter in string:
        i = 0
        while i < len(string):
            if letter == string[i]:
                return i
            i += 1
    else:
        return '-1'",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
17675,"def search(string, letter):
    if letter in string:
        return 'True'
    else:
        return 'False'",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
24280,"def index(string, letter):
    if letter in string:
        i = 0
        while i < len(string):
            if letter == string[i]:
                return i
            i += 1
    else:
        return '-1'",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
36203,"def index(string, letter):
    if letter in string:
        i = 0
        while i < len(string):
            if letter == string[i]:
                return i
            i += 1
    else:
        return '-1'",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
21025,"def search(string, letter):
    if letter in string:
        return 'True'
    else:
        return 'False'",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
26276,"def search(str, letter):
    if letter in str:
        print('True')
    else:
        print('False')",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
19306,"def search(str, letter):
    if letter in str:
        print('True')
    elif letter not in str:
        print('False')",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
8133,"def search(str, letter):
    i = 0
    while i < len(str):
        if letter == str[i]:
            break
            print('True')
        else:
            print('False')",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
15930,"def search(str, letter):
    i = 0
    while i < len(str):
        if letter == str[i]:
            print('True')
        else:
            print('False')",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
38012,"def search(str, letter):
    i = 0
    while i < len(str):
        if letter == str[i]:
            break
            print('True')
        else:
            print('False')
        i += 1",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
28579,"def search(str, letter):
    i = 0
    while i < len(str):
        if letter == str[i]:
            print('True')
        else:
            print('False')
        i += 1",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
41624,"def search(str, letter):
    if letter in str:
        print('True')
    else:
        print('False')",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
34002,"def search(str, letter):
    if letter in str:
        print('True'.rstrip())
    else:
        print('False'.rstrip())",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
22433,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
1468,"def index(str, letter):
    return str.index(letter)",index_iter,index,"Iteratively search for the position of letter in str, return -1 if it is not there.","assert index('','0')==-1 and index('0','0')==0 and index('11','1')==0",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
38168,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
978,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
31447,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
14096,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
26995,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_iter,search,Iteratively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
20786,"def index(str, letter):
    return str.find(letter)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
38548,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_recur,search,Recursively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
36124,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_recur,search,Recursively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
23614,"def search(str, letter):
    if letter in str:
        return 'True'.rstrip()
    else:
        return 'False'.rstrip()",search_recur,search,Recursively search for a letter in a string,"assert search('','0')==False and search('0','0')==True and search('ERFE0Rfsef','0')==True and search('ERFERfsef0','0')==True and search('','a')==False and search('cbzeycuzbvyzuvb','a')==False and search('cbsducsvdbcyts','c')==True and search('dbzeducvbzy','y')==True and search('xqvsgxcutvy','u')==True",False,7761b9ac-f093-487b-8401-cf2d01636e78,2016,,
8409,"def index(string, letter, pos=0):
    if string == '':
        return '-1'
    elif string[0] == letter:
        return pos
    else:
        pos += 1
        return index(string[1:], letter, pos=pos)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
37895,"def index(string, letter, pos=0):
    if string == '':
        return '-1'
    elif string[0] == letter:
        return pos
    else:
        pos += 1
        return index(string[1:], letter, pos=pos)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
35208,"def index(string, letter, pos=0):
    if string == '':
        return '-1'
    elif string[0] == letter:
        return pos
    else:
        pos += 1
        return index(string[1:], letter, pos=pos)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
35739,"def index(string, letter, pos=0):
    if string == '':
        return '-1'
    elif string[0] == letter:
        return pos
    else:
        pos += 1
        return index(string[1:], letter, pos=pos)",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,813b8c22-4514-4fed-ac48-d5a7a4b068dd,2016,,
17674,"def fibonacci(n):
    a = 0
    b = 1
    for i in range(0):
        c = a + b
        return n
        a = b
        b = c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
34632,"def fibonacci(n):
    a = 0
    b = 1
    for i in range(0, n):
        c = a + b
        return n
        a = b
        b = c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
7786,"def fibonacci(n):
    a = 0
    b = 1
    for i in range(0, n + 1):
        c = a + b
        return c
        a = b
        b = c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
24414,"def fibonacci(n):
    a = 0
    b = 1
    for i in range(0, n + 1):
        c = a + b
        return c + 1
        a = b
        b = c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
17802,"def fibonacci(n):
    a = 0
    b = 1
    for i in range(0, n + 1):
        c = a + b
        return n
        a = b
        b = c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
14753,"def fibonacci(n):
    a = 0
    b = 1
    for i in range(0, n + 1):
        c = a + b
        return n
        a = b
        b = c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
7334,"def fibonacci(n):
    i = 0
    while i < len(n):
        if n[i] == 0:
            return i
        i += 1
    return c
    c = i + 1",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
41841,"def fibonacci(n):
    i = 0
    while i < n:
        if n[i] == 0:
            return i
        i += 1
    return c
    c = i + 1",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
20253,"def fibonacci(n):
    i = 0
    c = i + 1
    while i < n:
        if n[i] == 0:
            return i
        i += 1
    return c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
28846,"def fibonacci(n):
    i = 0
    c = i + 1
    while i < n:
        if n == 0:
            return i
        i += 1
    return c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
2711,"def fibonacci(n):
    i = 0
    x = 1
    c = i + x
    while i < n:
        if n == 0:
            return i
        i += 1
    return c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
30392,"def fibonacci(n):
    i = 0
    x = 1
    c = i + x
    while i < n:
        if n == 0:
            return i
        i += 1
    c += 1
    return c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
17294,"def fibonacci(n):
    i = 0
    x = 1
    c = i + x
    while i < n:
        if n == 0:
            return i
        i += 1
        c += 1
    return c",fibonacci_iter,fibonacci,Iteratively compute the value of the fibonacci series at position n.,assert fibonacci(1)==1 and fibonacci(41)==165580141 and fibonacci(3)==2 and fibonacci(91)==4660046610375530309,False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
1624,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
34401,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
17649,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
37182,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
31583,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
15679,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
11603,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
10700,"def index(str, letter):
    i = 0
    while i < len(str):
        if str[i] == letter:
            return i
        i += 1
    return -1",index_recur,index,"Recursively search for the position of letter in str, return -1 if it is not there.","assert index('','0',0)==-1 and index('0','0',0)==0 and index('a','8',0)==-1 and index('tV2','2',0)==2",False,3db8d602-4800-4b13-9482-3fb9643a4588,2016,,
