func_code,assignment_id,func_name,description,test,correct,user,repair,repair_correctness
"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    
def unique_day(date, possible_birthdays):
    if count_dates(date, possible_birthdays) == 1:
        return True
    else:
        return False
    
def count_months(month, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[0] == month:
            count += 1
    return count
    
def unique_month(month, possible_birthdays):
    if count_months(month, possible_birthdays) == 1:
        return True
    else:
        return False

def days(month, possible_birthdays):
    days_in_month = ()
    for i in possible_birthdays:
        if i[0] == month:
            days_in_month += (i[1],)
    return days_in_month

def contains_unique_day(month, possible_birthdays):
    for x in days(month, possible_birthdays):
        if unique_day(x, possible_birthdays):
            return True
        else:
            return False
                
        
    
    
    
   
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,,False
"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    
def unique_day(date, possible_birthdays):
    if count_dates(date, possible_birthdays) == 1:
        return True
    else:
        return False
    
def count_months(month, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[0] == month:
            count += 1
    return count
    
def unique_month(month, possible_birthdays):
    if count_months(month, possible_birthdays) == 1:
        return True
    else:
        return False

def days(month, possible_birthdays):
    days_in_month = ()
    for i in possible_birthdays:
        if i[0] == month:
            days_in_month += (i[1],)
    return days_in_month

def contains_unique_day(month, possible_birthdays):
    for x in range(len(days(month, possible_birthdays))):
        if unique_day(x, possible_birthdays):
            return True
        else:
            return False
                
        
    
    
    
   
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,,False
"def count_dates(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[1] == date:
            count += 1
    return count
    
def unique_day(date, possible_birthdays):
    if count_dates(date, possible_birthdays) == 1:
        return True
    else:
        return False
    
def count_months(month, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if i[0] == month:
            count += 1
    return count
    
def unique_month(month, possible_birthdays):
    if count_months(month, possible_birthdays) == 1:
        return True
    else:
        return False

def days(month, possible_birthdays):
    days_in_month = ()
    for i in possible_birthdays:
        if i[0] == month:
            days_in_month += (i[1],)
    return days_in_month

def contains_unique_day(month, possible_birthdays):
    for x in days(month, possible_birthdays):
        if unique_day(x, possible_birthdays):
            return True
        else:
            return False
           
                
        
    
    
    
   
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,,False
"def unique_day(date, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if day == birthday[1]:
            count += 1
    return count == 1

def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if month == birthday[0]:
            count += 1
    return count == 1
    
def contains_unique_day(month, possible_birthdays):
    singlemonthbirthday = ()
    for birthmonth in possible_birthdays:
        if month == birthmonth[0]:
            singlemonthbirthday += (birthmonth,)
    for birthday in singlemonthbirthday:
        if unique_day(birthday[1], possible_birthdays) == True:
            return True
    return False
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays[:int(len(possible_birthdays) / 2)]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    for birthday in possible_birthdays[int(len(possible_birthdays) / 2):]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    return False",True
"def unique_day(date, possible_birthdays):
    count = 0
    for i in possible_birthdays:
        if day == i[1]:
            count += 1
    return count == 1

def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if month == birthday[0]:
            count += 1
    return count == 1
    
def contains_unique_day(month, possible_birthdays):
    singlemonthbirthday = ()
    for birthmonth in possible_birthdays:
        if month == birthmonth[0]:
            singlemonthbirthday += (birthmonth,)
    for birthday in singlemonthbirthday:
        if unique_day(birthday[1], possible_birthdays) == True:
            return True
    return False
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays[:int(len(possible_birthdays) / 2)]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    for birthday in possible_birthdays[int(len(possible_birthdays) / 2):]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    return False",True
"def unique_day(day, possible_birthdays):

    count = 0

    for i in possible_birthdays:
        if day in i:
            count += 1
            
    if count == 1:
        return True
    else:
        return False
        
        
def unique_month(month, possible_birthdays):
    return

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            count += 1
    if _A:
        return count == 1
    else:
        0


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            if _A:
                0
            elif _A:
                0
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if _A:
                return _A
        elif _A:
            0
    return False",True
"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if day == birthday[1]:
            count += 1
        if count > 1:
            return False
    return True

def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if month == birthday[0]:
            count += 1
        if count > 1:
            return False
    return True

def contains_unique_day(month, possible_birthdays):
    birthdays_month = ()
    for birthday in possible_birthdays:
        if month == birthday[0]:
            birthdays_month += (birthday,)
    for birthday in birthdays_month:
        if unique_day(birthday[1], possible_birthdays):
            return True
    return False 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = False


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[1] == day:
            count += 1
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[0] == month:
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays[:int(len(possible_birthdays) / 2)]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    for birthday in possible_birthdays[int(len(possible_birthdays) / 2):]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    return _A",True
"def unique_day(day, possible_birthdays):
    a = 0
    for item in possible_birthdays:
        for i in item:
            if i == day:
                a += 1
    if a == 1:
        return True
    else:
        return False

def unique_month(month, possible_birthdays):
    a = 0
    for item in possible_birthdays:
        for i in item:
            if i == month:
                a += 1
    if a == 1:
        return True
    else:
        return False

def contains_unique_day(month, possible_birthdays):
    a = 0
    b = 0
    for item in possible_birthdays:
        if month in item:
            a = item
            if unique_day(item[1],possible_birthdays) == True:
                b += 1
    if b == 1:
        return True
    else:
        return False
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = True


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[1] == day:
            if _A:
                count += 1
    if _A:
        0
    else:
        0
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if birthday[0] == month:
            if _A:
                count += 1
    if _A:
        0
    else:
        0
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays[:int(len(possible_birthdays) / 2)]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return _A
    for birthday in possible_birthdays[int(len(possible_birthdays) / 2):]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return _A
        elif _A:
            0
    return False",True
"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if day == birthday[1]:
            count += 1
        if count > 1:
            return False
    return True

def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if month == birthday[1]:
            count += 1
        if count > 1:
            return False
    return True

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = False


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[1] == day:
            count += 1
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[0] == month:
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    A = True
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if A:
                return A
        elif A:
            0
    return _A",True
"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if day == birthday[1]:
            count += 1
        if count > 1:
            return False
    return True

def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if month == birthday[0]:
            count += 1
        if count > 1:
            return False
    return True

def contains_unique_day(month, possible_birthdays):
    return 
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = False


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[1] == day:
            count += 1
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[0] == month:
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    A = True
    for birthday in possible_birthdays:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            if A:
                return A
        elif A:
            0
    return _A",True
"def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if day == birthday[1]:
            count += 1
        if count > 1:
            return False
    return True

def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if month == birthday[0]:
            count += 1
        if count > 1:
            return False
    return True

def contains_unique_day(month, possible_birthdays):
    birthdays_month = ()
    for birthday in possible_birthdays:
        if month == birthday[0]:
            birthdays_month += (birthday,)
    for birthday in birthdays_month:
        if unique_day(birthday[1], birthdays_month):
            return True
    return False  
",2,unique_day-unique_month-contains_unique_day,"Task: Unique dates and months


Implement unique_day, unique_month and contains_unique_day.","

tuple_of_possible_birthdays = (('May', '15'),
                              ('May', '16'),
                              ('May', '19'),
                              ('June', '17'),
                              ('June', '18'),
                              ('July', '14'),
                              ('July', '16'),
                              ('August', '14'),
                              ('August', '15'),
                              ('August', '17'))

assert unique_day(""1"", ((""January"",""1""),(""February"",""1"")))==False and unique_month(""January"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""January"", ((""January"",""1""),(""February"",""1"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""January"",""2"")))==True and contains_unique_day(""January"", ((""January"",""1""),(""February"",""1"")))==False and contains_unique_day(""February"", ((""January"",""10""),(""February"",""1""),(""February"",""10"")))==True and unique_day(""3"", ((""January"",""1""),(""January"",""2"")))==False and unique_month(""March"", ((""January"",""1""),(""February"",""1"")))==False and unique_day(""1"", ((""January"",""1""),(""January"",""2"")))==True and unique_day(""16"", tuple_of_possible_birthdays)==False and unique_day(""17"", tuple_of_possible_birthdays)==False and unique_day(""18"", tuple_of_possible_birthdays)==True and unique_day(""19"", tuple_of_possible_birthdays)==True and unique_month(""May"", tuple_of_possible_birthdays)==False and unique_month(""June"", tuple_of_possible_birthdays)==False and contains_unique_day(""June"", tuple_of_possible_birthdays)==True and contains_unique_day(""July"", tuple_of_possible_birthdays)==False",False,,"_A = False


def unique_day(day, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[1] == day:
            count += 1
    return count == 1


def unique_month(month, possible_birthdays):
    count = 0
    for birthday in possible_birthdays:
        if _A:
            0
        if birthday[0] == month:
            count += 1
    return count == 1


def contains_unique_day(month, possible_birthdays):
    for birthday in possible_birthdays[:int(len(possible_birthdays) / 2)]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    for birthday in possible_birthdays[int(len(possible_birthdays) / 2):]:
        if birthday[0] == month and unique_day(birthday[1], possible_birthdays
            ):
            return True
    return _A",True
